candidate,fold,month,revenue_mae,cogs_mae,official_mae
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-12,440924.70912924194,580205.5466080677,510565.1278686548
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-01,659176.2290701073,594027.4010253684,626601.8150477379
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-02,941686.6598249149,779234.0482501036,860460.3540375093
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-03,1259850.3733748223,1326039.200011074,1292944.786692948
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-04,799769.159790954,870081.153483116,834925.156637035
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-05,1040618.4166575491,852139.143673477,946378.780165513
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-06,770018.3477095489,760504.7007907835,765261.5242501663
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-07,604990.40335656,737422.0089871327,671206.2061718464
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-08,1409020.9236015663,1184668.7200935623,1296844.8218475643
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-09,855414.5975399199,867053.2443815103,861233.920960715
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-10,578017.7022473783,490709.84561871405,534363.7739330461
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-11,582011.105925288,564874.1212931344,573442.6136092113
seasonal_xgb_market_uplift_160_cogs098,recovery_2022,2022-12,441884.79569718585,494587.00204185053,468235.8988695182
seasonal_xgb_market_uplift_160_cogs098,recovery_2022_h2,2022-07,663332.2204763336,633230.9424885721,648281.5814824528
seasonal_xgb_market_uplift_160_cogs098,recovery_2022_h2,2022-08,1228554.8031613035,1035646.0080337917,1132100.4055975475
seasonal_xgb_market_uplift_160_cogs098,recovery_2022_h2,2022-09,789377.2798490743,752918.9919010256,771148.13587505
seasonal_xgb_market_uplift_160_cogs098,recovery_2022_h2,2022-10,460222.84420827805,380311.46389385883,420267.1540510685
seasonal_xgb_market_uplift_160_cogs098,recovery_2022_h2,2022-11,538942.3116991263,506487.25482432917,522714.7832617277
seasonal_xgb_market_uplift_160_cogs098,recovery_2022_h2,2022-12,446527.15233303665,420400.5825640545,433463.8674485456
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-01,327679.44079079165,252803.5863150327,290241.51355291216
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-02,618063.9219701855,480729.9423213809,549396.9321457832
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-03,721386.8472527904,608072.4858682047,664729.6665604976
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-04,738492.3381944498,644476.6015849456,691484.4698896976
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-05,974079.577967273,775290.0826371587,874684.8303022159
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-06,760627.3668444842,654759.2040606663,707693.2854525752
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-07,708468.2954634242,738259.6351191414,723363.9652912829
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-08,1520908.3953486376,588305.751001933,1054607.0731752852
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-09,533319.900055996,407833.02591259487,470576.46298429545
